Tarih,TP_FG_J011,TP_FG_J012,TP_FG_J021,TP_FG_J022,TP_FG_J031,TP_FG_J032,TP_FG_J041,TP_FG_J043,TP_FG_J044,TP_FG_J045,TP_FG_J051,TP_FG_J052,TP_FG_J053,TP_FG_J054,TP_FG_J055,TP_FG_J056,TP_FG_J061,TP_FG_J062,TP_FG_J063,TP_FG_J071,TP_FG_J072,TP_FG_J073,TP_FG_J081,TP_FG_J082,TP_FG_J083,TP_FG_J091,TP_FG_J092,TP_FG_J093,TP_FG_J094,TP_FG_J095,TP_FG_J096,TP_FG_J101,TP_FG_J102,TP_FG_J103,TP_FG_J104,TP_FG_J105,TP_FG_J111,TP_FG_J112,TP_FG_J121,TP_FG_J123,TP_FG_J124,TP_FG_J125,TP_FG_J126,TP_FG_J127
2022-4,1284.8,813.13,1862.28,1355.54,331.57,391.79,699.54,1282.31,654.16,1102.57,1017.74,744.56,753.95,816.59,796.1,600.8,368.87,482.6,825.54,891.52,1246.34,918.68,1197.39,54.67,219.2,144.43,1100.2,841.78,565.11,922.24,777.19,836.6,712.82,,419.73,436.69,1397.32,758.67,685.27,3256.99,802.21,1077.66,77.87,1020.53
2022-5,1302.24,864.7,1910.41,1447.92,349.02,400.65,715.5,1320.39,696.54,1110.93,1046.95,772.59,763.88,834.08,823.91,644.33,371.71,491.17,846.76,912.88,1292.17,965.86,1197.39,55.11,223.09,145.01,1190.5,894.48,581.85,967.66,1329.34,838.29,713.14,,419.73,451.92,1469.36,822.45,711.98,3320.87,824.5,1138.36,77.87,1022.91
2022-6,1320.75,976.14,2379.43,1463.83,349.03,404.22,737.75,1363.7,720.17,1269.72,1114.88,811.54,779.36,860.82,836.33,665.56,375.0,501.57,874.59,943.61,1528.2,1009.96,1197.39,57.78,230.15,144.94,1211.45,924.52,591.57,1003.05,1375.81,862.36,737.8,,419.73,462.35,1542.22,901.74,737.36,3475.75,848.15,1361.38,77.87,1024.24
2022-7,1359.64,1036.27,2386.76,1572.28,353.69,418.77,769.01,1384.45,753.99,1272.26,1151.07,837.82,816.01,877.85,850.12,698.22,428.01,522.16,893.36,984.48,1434.27,1060.61,1197.39,58.73,234.35,149.18,1225.88,971.7,617.82,1082.64,1388.17,864.27,741.31,,419.73,485.3,1580.67,923.6,759.17,3464.16,883.17,1451.24,77.87,1025.4
2022-8,1366.6,1095.11,2415.38,1572.28,358.1,424.64,802.85,1400.12,774.74,1283.09,1161.6,865.81,856.04,910.8,870.8,730.74,483.03,541.96,928.12,1009.22,1352.76,1062.3,1609.0,60.22,238.16,152.18,1275.43,992.43,647.46,1138.6,1391.16,877.65,753.18,,521.48,496.43,1632.76,955.11,789.45,3639.36,903.85,1500.68,77.87,1027.62
2022-9,1393.47,1117.46,2424.11,1572.54,362.71,433.7,846.58,1424.56,828.62,1482.95,1159.64,887.8,876.93,932.35,911.78,761.8,487.11,553.41,967.89,1013.81,1340.48,1136.18,1609.0,62.79,245.4,152.44,1356.82,996.19,665.02,1190.64,1437.73,892.49,763.2,,639.86,512.25,1676.13,959.8,824.69,3595.38,1010.98,1649.05,81.97,1029.34
2022-10,1466.74,1149.24,2477.0,1625.82,395.97,456.33,887.82,1444.05,888.01,1488.99,1173.39,930.39,935.13,968.8,956.22,803.42,490.93,564.3,998.37,1027.64,1380.1,1158.57,1609.0,64.33,251.93,156.84,1436.03,921.67,683.92,1259.64,1400.57,892.96,763.45,,641.26,526.8,1723.6,968.52,856.64,3606.94,1026.38,1698.73,81.97,1031.28
2022-11,1550.88,1216.9,2492.61,1680.91,387.73,461.56,917.36,1461.67,917.6,1500.0,1207.31,941.47,970.5,976.04,970.44,831.8,493.35,571.82,1011.47,1050.44,1396.96,1156.77,1609.0,64.98,259.39,156.97,1480.76,971.12,697.83,1286.3,1411.14,892.96,763.45,,641.26,540.14,1783.05,975.15,883.79,3698.47,1033.82,1741.02,81.97,1032.35
2022-12,1581.46,1220.21,2516.63,1680.91,382.95,453.38,945.76,1476.77,1013.2,1511.9,1268.26,966.45,1036.82,999.72,988.02,849.05,561.55,577.8,1033.18,1033.59,1290.59,1150.72,1609.0,66.0,261.89,160.16,1500.88,996.67,717.33,1328.82,1410.12,892.96,763.45,,641.26,550.47,1836.5,965.05,905.11,3810.45,1036.87,1808.02,81.97,1033.04
2023-1,1690.88,1248.98,2929.56,1860.8,376.21,450.19,1037.93,1516.42,1116.84,1482.18,1365.84,992.76,1108.0,1023.55,1012.42,881.6,643.34,679.12,1316.93,1071.56,1383.78,1268.46,1892.69,67.73,283.18,167.41,1535.8,1131.88,824.33,1372.46,1443.0,940.08,802.81,,641.26,624.07,2073.89,1071.82,940.91,3975.44,1168.15,1893.87,124.41,1762.51
2023-2,1818.73,1302.84,3110.4,1840.82,367.92,449.02,1065.53,1537.71,1122.07,1491.81,1406.1,990.25,1119.87,1044.21,1028.39,902.68,650.74,697.21,1348.35,1113.87,1409.43,1283.22,2226.41,67.23,286.48,167.2,1552.63,1114.95,841.3,1398.3,1474.44,1030.3,867.55,,641.26,651.83,2166.74,1077.3,959.45,3982.27,1244.13,1934.47,135.14,1767.08
2023-3,1889.31,1344.27,3128.21,1840.82,359.07,447.88,1117.68,1561.11,1144.21,1495.58,1468.59,1001.16,1137.84,1056.12,1045.22,934.47,678.54,706.14,1346.86,1128.48,1404.25,1296.24,2226.41,67.0,289.46,167.0,1562.6,1169.23,855.49,1441.87,1634.9,1130.69,949.13,,641.26,674.77,2259.58,1075.96,983.91,4044.7,1277.96,1945.46,135.14,1866.87
2023-4,1967.33,1359.44,3132.1,1840.82,372.87,464.55,1166.53,1583.73,1164.1,1392.96,1489.12,1019.78,1167.28,1085.28,1057.99,932.9,706.48,713.34,1391.29,1175.67,1408.59,1336.17,2226.41,68.08,312.7,169.74,1569.15,1176.3,878.95,1455.89,1799.62,1175.77,990.64,,641.26,698.52,2361.51,1093.72,992.96,4220.59,1293.64,1977.99,135.14,1868.92
2023-5,1980.42,1378.71,3223.77,1840.82,420.02,467.46,1226.59,1614.49,1172.02,892.07,1501.59,1038.31,1181.3,1079.16,1073.45,942.86,711.5,724.42,1450.92,1248.13,1370.85,1345.79,2226.41,67.38,322.02,172.85,1577.74,1208.13,912.6,1522.54,1926.83,1246.85,1058.72,,641.26,757.44,2526.6,1182.68,1003.8,4339.57,1333.71,2137.41,135.14,1870.65
2023-6,2035.39,1473.78,3238.41,2067.12,427.57,468.27,1297.74,1666.59,1184.88,896.76,1525.04,1073.52,1221.49,1097.15,1081.95,969.52,714.52,736.67,1471.41,1374.11,1487.6,1376.04,2226.41,71.75,330.98,178.5,1590.28,1201.69,935.64,1564.65,1962.41,1285.5,1075.04,,641.26,823.93,2621.5,1298.68,1027.11,4529.18,1418.32,2190.91,135.14,1874.58
2023-7,2189.08,1622.33,3644.66,2295.17,442.06,479.57,1397.23,1829.26,1256.32,920.25,1659.67,1196.0,1316.95,1168.86,1180.03,1071.36,808.55,831.5,1707.08,1593.81,1851.66,1514.09,2226.41,80.13,343.37,192.13,1631.59,1264.63,993.86,1656.09,2067.04,1310.64,1096.75,,641.26,922.24,2924.58,1496.26,1111.89,5089.15,1605.51,2335.61,135.14,1976.24
2023-8,2372.97,1777.94,3865.02,2376.58,476.8,526.37,1507.6,1945.74,1349.65,970.49,1755.09,1282.56,1440.57,1255.29,1281.24,1224.44,902.87,877.77,1833.82,1733.03,2241.87,1932.31,3348.97,82.16,360.86,203.11,1767.26,1346.31,1098.96,1796.39,2172.16,1333.52,1118.89,,641.26,1059.99,3139.52,1568.66,1226.82,5292.25,1758.16,2367.31,135.14,2015.42
2023-9,2448.59,1870.22,3854.36,2639.83,488.05,544.43,1651.08,2002.54,1409.25,994.9,1865.28,1306.94,1545.02,1291.38,1303.12,1265.66,917.52,907.03,1952.62,1738.81,2313.97,2226.61,3348.97,81.95,380.34,207.51,1828.41,1402.41,1152.61,1878.72,2390.98,1353.36,1143.38,,1460.3,1158.0,3269.45,1635.35,1265.19,5396.1,2159.23,2309.73,135.14,2145.32
2023-10,2523.75,1965.88,3897.81,2639.83,556.48,613.41,1781.61,2059.57,1520.89,1080.4,1884.97,1340.68,1573.78,1323.29,1368.69,1328.56,929.18,933.24,2036.7,1732.51,2293.56,2257.17,3348.97,81.58,395.89,213.31,1886.47,1356.54,1215.88,1918.34,2369.62,1354.59,1144.4,,1460.3,1182.2,3404.65,1600.43,1296.87,5552.8,2293.18,2304.39,135.14,2280.01
2023-11,2594.35,2014.3,3889.43,2904.41,555.37,608.95,1888.02,2095.5,1565.01,1370.0,1920.27,1367.85,1573.05,1331.51,1413.71,1411.23,935.4,951.09,2074.43,1745.49,2285.33,2260.34,3348.97,81.02,416.52,214.57,1932.49,1419.99,1239.42,1938.79,2447.39,1354.59,1144.4,,1466.3,1228.26,3504.2,1576.0,1334.6,5679.83,2320.61,2330.58,135.14,2283.5
2023-12,2723.09,2068.36,3896.28,2904.41,546.8,605.8,1972.63,2155.2,1621.74,1463.12,1962.13,1398.81,1670.81,1383.28,1466.09,1440.96,1034.07,962.33,2113.56,1768.2,2271.21,2214.5,3348.97,83.56,429.2,226.74,1920.23,1501.22,1304.6,1977.84,2697.38,1354.59,1144.4,,1466.3,1279.11,3615.4,1562.8,1360.8,5879.22,2337.21,2364.42,135.14,2286.97
2024-1,2868.26,2133.84,4809.4,3005.68,534.96,608.36,2198.76,2255.75,1701.12,1542.73,2164.5,1494.59,1789.24,1449.16,1550.19,1525.17,1154.69,1152.18,2592.58,1818.15,2494.19,2468.73,3877.85,87.05,439.3,244.69,1992.36,1611.42,1471.69,2167.67,2800.05,1401.62,1197.2,,1466.3,1379.48,4074.01,1676.1,1444.79,6104.46,2684.82,2747.0,223.11,3148.2
2024-2,3110.59,2248.09,5088.88,3005.68,533.65,619.19,2354.09,2336.2,1720.17,1552.73,2240.58,1561.3,1845.4,1504.25,1609.16,1550.67,1181.98,1201.77,2694.9,1832.17,2653.2,2524.28,4490.24,87.56,466.81,246.66,2103.08,1594.78,1522.18,2357.78,2974.76,1688.56,1457.95,,1466.3,1469.68,4312.1,1697.26,1505.51,6202.32,2913.33,2898.59,223.11,3163.89
2024-3,3220.4,2281.78,5080.27,3005.68,550.13,625.92,2503.01,2414.72,1746.43,1570.27,2353.26,1615.55,1893.78,1548.22,1632.56,1588.85,1197.25,1219.23,2736.49,1878.2,2696.34,2519.98,4490.24,90.79,497.79,253.38,2237.27,1719.91,1568.02,2442.84,3044.33,2044.47,1768.48,,1466.3,1493.23,4492.9,1721.27,1551.59,6612.6,2943.05,3017.27,223.11,3173.51
2024-4,3313.2,2310.18,5060.54,3322.1,573.78,660.79,2618.5,2485.91,1766.51,1532.26,2507.51,1653.19,1948.31,1600.85,1662.46,1655.03,1210.33,1234.65,2746.52,1903.23,2777.73,2682.32,4490.24,91.31,519.97,256.38,2280.74,1776.83,1644.35,2482.18,3038.02,2133.69,1840.16,,1466.3,1533.62,4708.07,1784.14,1600.26,6835.88,2965.23,3171.54,223.11,3363.52
2024-5,3364.58,2399.62,5228.8,3483.87,631.73,712.67,2761.59,2552.95,1762.49,1727.97,2551.74,1688.3,1973.1,1622.57,1717.4,1699.71,1215.58,1257.32,2851.81,1961.85,2752.32,2679.5,4490.24,89.76,531.78,248.69,2351.88,1792.94,1728.45,2568.73,3066.27,2304.99,1983.64,,1466.3,1603.15,4968.9,1878.4,1636.69,6809.88,3046.81,3295.58,223.11,3368.65
2024-6,3423.68,2448.95,5276.96,3483.87,629.04,704.7,2902.27,2582.05,1986.17,1736.65,2584.38,1702.35,1997.67,1659.51,1745.6,1742.19,1224.55,1275.16,2959.39,1943.18,2710.57,2800.76,6548.27,88.72,553.91,236.81,2374.02,1849.32,1758.82,2612.67,3080.99,2406.28,2066.98,,1466.3,1705.61,5114.28,1971.16,1673.33,6893.67,3117.62,3230.83,223.11,3373.63
2024-7,3481.51,2547.88,6186.77,3652.55,613.44,683.87,3106.51,2669.5,2055.54,1947.35,2543.79,1719.97,2040.19,1685.84,1827.3,1817.31,1237.14,1320.38,3200.26,1959.28,2920.0,2936.21,6548.27,86.9,584.18,243.07,2381.87,1849.37,1805.9,2707.16,3070.49,2445.44,2097.75,,1466.3,1765.49,5276.55,2070.9,1728.75,7034.55,3264.54,3446.02,223.11,3383.45
2024-8,3425.67,2710.57,6255.02,3827.57,613.47,694.86,3335.71,2726.16,2109.02,2205.54,2585.83,1736.76,2045.73,1725.71,1890.53,1836.94,1246.7,1344.26,3282.27,2000.42,2935.24,3206.23,6548.27,87.46,587.75,242.24,2444.96,1887.04,1887.76,2835.55,3056.1,2502.15,2137.66,,2099.73,1824.82,5377.31,2138.05,1759.2,7292.98,3364.52,3566.73,223.11,3395.09
2024-9,3513.74,2745.8,6197.95,4005.15,635.61,720.68,3589.99,2775.58,2145.04,2231.59,2586.18,1762.32,2128.33,1728.69,1925.14,1872.7,1255.28,1370.75,3332.12,2049.95,2923.65,3427.09,6548.27,84.02,589.71,244.43,2479.53,1938.63,1960.37,2893.6,3065.1,2539.16,2161.26,,3050.38,1921.93,5478.55,2383.09,1799.36,7452.61,4167.42,3662.16,223.11,3406.28
2024-10,3662.54,2899.01,6167.58,4005.15,736.54,783.89,3787.55,2805.25,2173.51,2255.9,2687.06,1807.87,2157.46,1758.99,1936.42,1879.32,1350.23,1387.07,3354.24,2019.22,2978.49,3357.13,6548.27,91.46,598.56,250.48,2502.46,1835.84,1989.14,2947.61,3075.41,2541.32,2163.08,,3050.38,1986.58,5576.97,2336.37,1817.01,7615.44,4275.01,3767.75,223.11,3613.57
2024-11,3861.92,2911.83,6135.59,4005.15,738.63,765.98,3945.87,2844.61,2189.92,2281.32,2704.05,1820.26,2246.6,1786.83,2023.35,1953.88,1446.2,1398.85,3380.86,2024.89,2986.61,3368.3,6548.27,93.18,609.85,258.53,2505.37,1945.77,2017.17,2983.1,3286.05,2541.32,2163.08,,3050.38,1988.77,5644.37,2259.06,1859.18,7495.63,4298.88,3887.77,223.11,3618.48
2024-12,3909.87,2970.47,6120.97,4005.15,740.37,733.84,4059.98,2890.91,2201.38,2297.45,2762.73,1834.93,2370.02,1803.89,2060.76,1972.02,1464.31,1406.77,3416.21,2025.5,3005.09,3266.5,6548.27,95.74,618.66,264.33,2517.04,1981.27,2030.34,3048.97,3316.54,2541.32,2163.08,,3050.38,2003.87,5730.56,2249.48,1892.28,7597.24,4315.02,4040.0,223.11,3626.9
2025-1,4059.18,3101.77,6902.51,4005.15,699.92,704.48,4411.61,3022.77,2648.19,2325.18,2965.46,1877.34,2448.43,1862.95,2074.49,2077.61,1514.86,1950.22,3964.34,2057.27,3184.0,3524.21,6548.27,96.38,636.14,271.2,2543.67,2078.36,2256.16,3105.16,3390.14,2841.81,2448.7,,3050.38,2116.24,6110.51,2366.43,1986.6,7713.56,4636.79,4366.13,321.98,4732.65
2025-2,4192.96,3142.19,6892.93,4005.15,656.3,701.33,4642.57,3121.82,2726.68,2436.52,2990.68,1937.04,2480.63,1889.96,2119.44,2135.06,1517.46,1780.8,4052.14,2090.96,3264.66,3781.65,6548.27,95.95,659.42,273.09,2574.37,1951.11,2320.65,3127.83,3364.77,3318.81,2834.64,,3050.38,2204.83,6315.35,2384.99,2047.32,8017.35,4850.14,4528.41,321.98,4743.58
2025-3,4407.12,3215.72,6949.38,4439.72,635.08,703.66,4800.06,3162.02,2787.41,2445.32,3064.59,2013.33,2543.08,1925.0,2213.14,2165.37,1537.31,1788.78,4077.54,2121.42,3228.66,3770.86,6548.27,95.9,663.06,271.5,2608.39,2127.21,2359.42,3174.93,3443.02,3549.32,3040.88,,3050.38,2263.38,6465.67,2380.4,2096.38,8177.61,4920.28,4495.27,321.98,4747.73
2025-4,4498.74,3246.25,6884.39,4440.4,680.89,731.39,4953.88,3270.09,2833.76,2658.13,3198.05,2051.69,2565.15,1971.98,2252.88,2243.23,1557.23,1800.11,4145.92,2217.96,3277.12,3987.63,6548.27,98.04,665.58,273.67,2634.43,2077.3,2438.54,3216.47,3505.95,3646.7,3150.62,,3050.38,2318.89,6688.87,2500.02,2155.24,8531.63,4989.48,4641.74,321.98,4755.3
2025-5,4456.22,3342.95,6921.97,4441.35,736.66,749.63,5107.42,3345.0,3035.95,2690.44,3220.95,2100.12,2610.55,1977.12,2293.6,2263.57,1567.14,1806.69,4166.93,2318.94,3308.14,4027.02,7483.74,96.06,664.57,274.45,2659.64,2176.8,2497.22,3272.46,3520.82,3705.31,3195.05,,3050.38,2390.22,6797.2,2600.0,2195.1,8682.88,5056.41,4738.82,321.98,4758.6
2025-6,4439.44,3388.55,6956.94,4446.25,733.17,753.6,5310.35,3392.15,3186.89,2686.92,3222.78,2111.84,2687.2,2008.04,2373.18,2335.79,1577.87,1818.73,4191.53,2340.62,3424.92,4188.46,7483.74,98.62,674.42,277.3,2688.49,2200.13,2559.92,3304.36,3515.9,3956.3,3394.55,,3050.38,2480.61,6920.61,2728.35,2234.07,8937.68,5149.57,4798.94,321.98,4762.11
2025-7,4432.92,3503.14,7776.23,4675.34,683.65,736.7,5558.99,3472.21,3242.48,2969.45,3262.52,2145.35,2721.89,2048.61,2375.22,2394.91,1595.73,1860.06,4460.88,2385.22,3609.92,4242.24,7483.74,99.57,712.7,279.03,2693.99,2276.53,2606.33,3439.46,3563.94,4103.44,3523.31,,3050.38,2540.07,7064.9,2831.91,2288.79,9045.13,5260.47,4944.2,321.98,4766.98
2025-8,4560.67,3677.58,7978.5,4972.92,676.34,741.11,5815.3,3543.78,3284.26,2987.48,3244.05,2173.84,2760.65,2060.84,2363.87,2427.48,1607.82,1878.96,4518.38,2406.73,3658.86,4384.98,7483.74,100.55,724.49,278.23,2693.9,2278.1,2682.68,3532.29,3596.97,4200.64,3598.63,,3105.32,2578.41,7198.75,2880.41,2302.45,9098.55,5415.79,4969.79,321.98,4773.33
2025-9,4772.77,3832.38,7950.54,4972.92,704.62,763.21,6070.7,3610.89,3336.32,2999.87,3263.06,2197.83,2838.39,2076.89,2433.21,2462.13,1611.19,1885.83,4568.14,2461.3,3708.67,4660.45,7483.74,102.9,730.31,283.36,2740.35,2227.01,2747.73,3587.75,3625.58,4343.38,3689.48,,5020.37,2642.14,7339.22,3158.79,2346.24,9362.59,6001.27,4871.41,321.98,4777.39
2025-10,4937.25,3944.09,7935.83,5104.92,799.27,829.89,6297.96,3662.53,3415.56,3042.76,3319.98,2232.68,2873.0,2099.57,2421.16,2507.56,1621.77,1897.85,4562.5,2483.66,3738.64,4744.59,7483.74,102.2,735.36,285.64,2753.22,2160.95,2811.6,3641.71,3694.11,4343.38,3689.48,,5020.37,2674.76,7463.11,3103.06,2346.89,9742.75,6095.08,4918.81,321.98,4780.29
2025-11,4900.19,3952.78,7903.36,5241.18,802.22,845.49,6455.01,3700.85,3472.29,3061.53,3351.93,2219.33,2893.98,2089.76,2490.76,2545.87,1643.24,1906.05,4584.12,2511.79,3843.03,4824.68,7483.74,100.35,746.49,293.18,2758.87,2306.51,2847.05,3681.9,4166.51,4343.38,3689.48,,5020.37,2798.67,7563.99,2998.84,2367.42,9857.19,6097.2,4950.43,321.98,4932.3
2025-12,4996.36,4045.37,7960.73,5241.18,780.3,813.87,6561.39,3777.07,3497.61,3094.35,3406.31,2225.32,2938.55,2099.78,2534.98,2599.72,1752.0,1911.88,4605.1,2513.07,3785.64,4696.16,7483.74,101.45,773.62,296.19,2756.69,2335.83,2856.71,3703.98,4219.29,4343.38,3689.48,,5020.37,2851.08,7697.23,2970.68,2402.01,10171.92,6102.52,4861.65,321.98,4936.27
